 running    4 mpi-ranks, on    1 nodes
 distrk:  each k-point on    1 cores,    4 groups
DAV:  65    -0.717966370294E+03   -0.15300E-01   -0.10934E+00 11496   0.406E-01    0.387E+00
DAV:  66    -0.717950709400E+03    0.15661E-01   -0.10546E+00 11672   0.411E-01    0.125E+00
DAV:  67    -0.717968545656E+03   -0.17836E-01   -0.11110E+00 11384   0.407E-01    0.402E+00
DAV:  68    -0.717951529029E+03    0.17017E-01   -0.10690E+00 11464   0.413E-01    0.115E+00
DAV:  69    -0.717970980984E+03   -0.19452E-01   -0.11292E+00 11352   0.412E-01    0.417E+00
DAV:  70    -0.717952441688E+03    0.18539E-01   -0.10856E+00 11280   0.415E-01    0.105E+00
DAV:  71    -0.717968252107E+03   -0.15810E-01   -0.10865E+00 10952   0.602E-01    0.409E+00
DAV:  72    -0.717950535463E+03    0.17717E-01   -0.10643E+00 10736   0.410E-01    0.106E+00
DAV:  73    -0.717968079577E+03   -0.17544E-01   -0.10815E+00 12088   0.410E-01    0.410E+00
DAV:  74    -0.717950131581E+03    0.17948E-01   -0.10520E+00 11280   0.404E-01    0.100E+00
DAV:  75    -0.717968077535E+03   -0.17946E-01   -0.10759E+00 11168   0.404E-01    0.412E+00
DAV:  76    -0.717949753624E+03    0.18324E-01   -0.10399E+00 11048   0.403E-01    0.934E-01
DAV:  77    -0.717968175827E+03   -0.18422E-01   -0.10686E+00 11096   0.402E-01    0.416E+00
DAV:  78    -0.717949708315E+03    0.18468E-01   -0.10388E+00 11088   0.402E-01    0.884E-01
DAV:  79    -0.717968349146E+03   -0.18641E-01   -0.10650E+00 11112   0.402E-01    0.419E+00
DAV:  80    -0.717949583891E+03    0.18765E-01   -0.10352E+00 11032   0.401E-01    0.841E-01
DAV:  81    -0.717968386968E+03   -0.18803E-01   -0.10601E+00 11096   0.402E-01    0.422E+00
DAV:  82    -0.717949709219E+03    0.18678E-01   -0.10361E+00 11040   0.401E-01    0.819E-01
DAV:  83    -0.717968965660E+03   -0.19256E-01   -0.10665E+00 11080   0.402E-01    0.424E+00
DAV:  84    -0.717949992470E+03    0.18973E-01   -0.10411E+00 11032   0.402E-01    0.800E-01
DAV:  85    -0.717969602627E+03   -0.19610E-01   -0.10738E+00 11080   0.404E-01    0.427E+00
DAV:  86    -0.717950287056E+03    0.19316E-01   -0.10433E+00 11048   0.405E-01    0.786E-01
DAV:  87    -0.717970473545E+03   -0.20186E-01   -0.10862E+00 11080   0.407E-01    0.430E+00
DAV:  88    -0.717950621209E+03    0.19852E-01   -0.10509E+00 11072   0.407E-01    0.777E-01
DAV:  89    -0.717970827517E+03   -0.20206E-01   -0.10887E+00 11074   0.407E-01    0.432E+00
DAV:  90    -0.717950891768E+03    0.19936E-01   -0.10581E+00 11018   0.406E-01    0.766E-01
DAV:  91    -0.717971204592E+03   -0.20313E-01   -0.10913E+00 11066   0.408E-01    0.435E+00
DAV:  92    -0.717951209976E+03    0.19995E-01   -0.10675E+00 11026   0.408E-01    0.763E-01
DAV:  93    -0.717971650630E+03   -0.20441E-01   -0.10957E+00 11058   0.410E-01    0.437E+00
DAV:  94    -0.717951495434E+03    0.20155E-01   -0.10744E+00 11034   0.409E-01    0.756E-01
DAV:  95    -0.717971947362E+03   -0.20452E-01   -0.10985E+00 11050   0.410E-01    0.438E+00
DAV:  96    -0.717951527104E+03    0.20420E-01   -0.10738E+00 10978   0.408E-01    0.746E-01
DAV:  97    -0.717972043957E+03   -0.20517E-01   -0.10981E+00 11018   0.409E-01    0.439E+00
DAV:  98    -0.717951401833E+03    0.20642E-01   -0.10693E+00 10986   0.408E-01    0.734E-01
DAV:  99    -0.717972022748E+03   -0.20621E-01   -0.10955E+00 10994   0.409E-01    0.440E+00
DAV: 100    -0.717951233241E+03    0.20790E-01   -0.10643E+00 10986   0.408E-01    0.723E-01
DAV: 101    -0.717972052286E+03   -0.20819E-01   -0.10932E+00 11010   0.409E-01    0.441E+00
DAV: 102    -0.717951120717E+03    0.20932E-01   -0.10610E+00 10994   0.408E-01    0.711E-01
DAV: 103    -0.717972039076E+03   -0.20918E-01   -0.10899E+00 11026   0.408E-01    0.442E+00
DAV: 104    -0.717951040824E+03    0.20998E-01   -0.10592E+00 10986   0.408E-01    0.702E-01
DAV: 105    -0.717972020775E+03   -0.20980E-01   -0.10867E+00 11010   0.407E-01    0.443E+00
DAV: 106    -0.717951022800E+03    0.20998E-01   -0.10599E+00 10986   0.407E-01    0.696E-01
DAV: 107    -0.717971908405E+03   -0.20886E-01   -0.10832E+00 11010   0.407E-01    0.443E+00
DAV: 108    -0.717950879587E+03    0.21029E-01   -0.10568E+00 10986   0.406E-01    0.690E-01
DAV: 109    -0.717971796027E+03   -0.20916E-01   -0.10795E+00 10994   0.406E-01    0.444E+00
DAV: 110    -0.717950753554E+03    0.21042E-01   -0.10540E+00 10954   0.405E-01    0.684E-01
DAV: 111    -0.717971768051E+03   -0.21014E-01   -0.10770E+00 10978   0.406E-01    0.445E+00
DAV: 112    -0.717950792822E+03    0.20975E-01   -0.10551E+00 10970   0.406E-01    0.680E-01
DAV: 113    -0.717971841154E+03   -0.21048E-01   -0.10765E+00 10986   0.407E-01    0.445E+00
DAV: 114    -0.717950816651E+03    0.21025E-01   -0.10552E+00 10954   0.406E-01    0.676E-01
DAV: 115    -0.717971914854E+03   -0.21098E-01   -0.10759E+00 10986   0.406E-01    0.446E+00
DAV: 116    -0.717950814404E+03    0.21100E-01   -0.10542E+00 10954   0.406E-01    0.670E-01
DAV: 117    -0.717972035420E+03   -0.21221E-01   -0.10756E+00 10970   0.405E-01    0.447E+00
DAV: 118    -0.717950861888E+03    0.21174E-01   -0.10549E+00 10962   0.405E-01    0.665E-01
DAV: 119    -0.717972112832E+03   -0.21251E-01   -0.10741E+00 10970   0.405E-01    0.449E+00
DAV: 120    -0.717950887823E+03    0.21225E-01   -0.10551E+00 10938   0.405E-01    0.659E-01
DAV: 121    -0.717972199251E+03   -0.21311E-01   -0.10731E+00 10978   0.405E-01    0.450E+00
DAV: 122    -0.717950817472E+03    0.21382E-01   -0.10526E+00 10950   0.405E-01    0.652E-01
DAV: 123    -0.717972238185E+03   -0.21421E-01   -0.10709E+00 10978   0.405E-01    0.451E+00
DAV: 124    -0.717950758528E+03    0.21480E-01   -0.10500E+00 10948   0.404E-01    0.646E-01
DAV: 125    -0.717972342075E+03   -0.21584E-01   -0.10699E+00 10958   0.404E-01    0.452E+00
DAV: 126    -0.717950734111E+03    0.21608E-01   -0.10498E+00 10934   0.406E-01    0.635E-01
DAV: 127    -0.717972134345E+03   -0.21400E-01   -0.10620E+00 10974   0.404E-01    0.453E+00
DAV: 128    -0.717950668191E+03    0.21466E-01   -0.10481E+00 10942   0.403E-01    0.630E-01
DAV: 129    -0.717972314454E+03   -0.21646E-01   -0.10625E+00 10934   0.403E-01    0.454E+00
DAV: 130    -0.717950622363E+03    0.21692E-01   -0.10444E+00 10910   0.402E-01    0.624E-01
DAV: 131    -0.717972680063E+03   -0.22058E-01   -0.10648E+00 10910   0.403E-01    0.456E+00
DAV: 132    -0.717950882767E+03    0.21797E-01   -0.10509E+00 10870   0.403E-01    0.621E-01
DAV: 133    -0.717972900630E+03   -0.22018E-01   -0.10672E+00 10918   0.404E-01    0.457E+00
DAV: 134    -0.717950731728E+03    0.22169E-01   -0.10430E+00 10878   0.404E-01    0.613E-01
DAV: 135    -0.717972932554E+03   -0.22201E-01   -0.10666E+00 10910   0.405E-01    0.457E+00
DAV: 136    -0.717950328053E+03    0.22605E-01   -0.10305E+00 10950   0.408E-01    0.600E-01
DAV: 137    -0.717973116608E+03   -0.22789E-01   -0.10640E+00 10894   0.401E-01    0.459E+00
DAV: 138    -0.717950526610E+03    0.22590E-01   -0.10360E+00 10862   0.403E-01    0.594E-01
DAV: 139    -0.717973690868E+03   -0.23164E-01   -0.10677E+00 10870   0.403E-01    0.463E+00
DAV: 140    -0.717951059690E+03    0.22631E-01   -0.10498E+00 10862   0.404E-01    0.591E-01
DAV: 141    -0.717974143394E+03   -0.23084E-01   -0.10727E+00 11086   0.414E-01    0.465E+00
DAV: 142    -0.717951261268E+03    0.22882E-01   -0.10573E+00 10942   0.407E-01    0.573E-01
DAV: 143    -0.717974534083E+03   -0.23273E-01   -0.10764E+00 10862   0.406E-01    0.467E+00
DAV: 144    -0.717951524094E+03    0.23010E-01   -0.10647E+00 10838   0.407E-01    0.563E-01
DAV: 145    -0.717975112829E+03   -0.23589E-01   -0.10849E+00 10894   0.408E-01    0.468E+00
DAV: 146    -0.717951646421E+03    0.23466E-01   -0.10677E+00 10910   0.413E-01    0.553E-01
DAV: 147    -0.717975446137E+03   -0.23800E-01   -0.10908E+00 10966   0.410E-01    0.468E+00
DAV: 148    -0.717951570488E+03    0.23876E-01   -0.10662E+00 10806   0.407E-01    0.550E-01
DAV: 149    -0.717975597159E+03   -0.24027E-01   -0.10918E+00 10838   0.409E-01    0.469E+00
DAV: 150    -0.717951720879E+03    0.23876E-01   -0.10717E+00 10806   0.408E-01    0.551E-01
DAV: 151    -0.717975762545E+03   -0.24042E-01   -0.10941E+00 10878   0.411E-01    0.470E+00
DAV: 152    -0.717951827270E+03    0.23935E-01   -0.10755E+00 10830   0.410E-01    0.552E-01
DAV: 153    -0.717975831312E+03   -0.24004E-01   -0.10955E+00 10886   0.412E-01    0.470E+00
DAV: 154    -0.717951805773E+03    0.24026E-01   -0.10752E+00 10838   0.410E-01    0.551E-01
DAV: 155    -0.717975806430E+03   -0.24001E-01   -0.10952E+00 10862   0.411E-01    0.470E+00
DAV: 156    -0.717951721036E+03    0.24085E-01   -0.10730E+00 10822   0.411E-01    0.549E-01
DAV: 157    -0.717975856236E+03   -0.24135E-01   -0.10959E+00 10862   0.410E-01    0.470E+00
DAV: 158    -0.717951747166E+03    0.24109E-01   -0.10738E+00 10838   0.409E-01    0.548E-01
DAV: 159    -0.717975945124E+03   -0.24198E-01   -0.10971E+00 10870   0.410E-01    0.470E+00
DAV: 160    -0.717951804448E+03    0.24141E-01   -0.10755E+00 10798   0.409E-01    0.548E-01
DAV: 161    -0.717976017105E+03   -0.24213E-01   -0.10981E+00 10854   0.412E-01    0.471E+00
DAV: 162    -0.717952000799E+03    0.24016E-01   -0.10815E+00 10814   0.410E-01    0.552E-01
DAV: 163    -0.717976460146E+03   -0.24459E-01   -0.11065E+00 10846   0.412E-01    0.472E+00
DAV: 164    -0.717952306344E+03    0.24154E-01   -0.10885E+00 10822   0.413E-01    0.557E-01
DAV: 165    -0.717976843464E+03   -0.24537E-01   -0.11134E+00 10846   0.415E-01    0.472E+00
DAV: 166    -0.717952553232E+03    0.24290E-01   -0.10940E+00 10822   0.418E-01    0.562E-01
DAV: 167    -0.717977485083E+03   -0.24932E-01   -0.11246E+00 10846   0.416E-01    0.474E+00
DAV: 168    -0.717953109857E+03    0.24375E-01   -0.11071E+00 10814   0.415E-01    0.570E-01
DAV: 169    -0.717978035412E+03   -0.24926E-01   -0.11339E+00 10870   0.418E-01    0.475E+00
DAV: 170    -0.717953496168E+03    0.24539E-01   -0.11158E+00 10808   0.417E-01    0.575E-01
DAV: 171    -0.717978306317E+03   -0.24810E-01   -0.11386E+00 10850   0.420E-01    0.476E+00
DAV: 172    -0.717953810063E+03    0.24496E-01   -0.11227E+00 10794   0.418E-01    0.583E-01
DAV: 173    -0.717978857743E+03   -0.25048E-01   -0.11479E+00 10836   0.420E-01    0.477E+00
DAV: 174    -0.717954183955E+03    0.24674E-01   -0.11308E+00 10768   0.419E-01    0.589E-01
DAV: 175    -0.717979048885E+03   -0.24865E-01   -0.11513E+00 10814   0.420E-01    0.477E+00
DAV: 176    -0.717954275258E+03    0.24774E-01   -0.11329E+00 10768   0.420E-01    0.595E-01
DAV: 177    -0.717979367918E+03   -0.25093E-01   -0.11556E+00 10784   0.420E-01    0.478E+00
DAV: 178    -0.717954628586E+03    0.24739E-01   -0.11410E+00 10744   0.420E-01    0.599E-01
DAV: 179    -0.717979473705E+03   -0.24845E-01   -0.11577E+00 10800   0.422E-01    0.478E+00
DAV: 180    -0.717954589331E+03    0.24884E-01   -0.11381E+00 10768   0.422E-01    0.599E-01
DAV: 181    -0.717979666883E+03   -0.25078E-01   -0.11589E+00 10824   0.426E-01    0.480E+00
DAV: 182    -0.717955228105E+03    0.24439E-01   -0.11563E+00 10784   0.424E-01    0.609E-01
DAV: 183    -0.717980031200E+03   -0.24803E-01   -0.11673E+00 10840   0.425E-01    0.480E+00
DAV: 184    -0.717955162377E+03    0.24869E-01   -0.11518E+00 10768   0.424E-01    0.610E-01
DAV: 185    -0.717980067415E+03   -0.24905E-01   -0.11697E+00 10816   0.425E-01    0.479E+00
DAV: 186    -0.717954893279E+03    0.25174E-01   -0.11402E+00 10776   0.425E-01    0.605E-01
DAV: 187    -0.717980645625E+03   -0.25752E-01   -0.11798E+00 10816   0.425E-01    0.479E+00
DAV: 188    -0.717955079296E+03    0.25566E-01   -0.11425E+00 10768   0.425E-01    0.603E-01
DAV: 189    -0.717980896621E+03   -0.25817E-01   -0.11834E+00 10808   0.425E-01    0.480E+00
DAV: 190    -0.717955377914E+03    0.25519E-01   -0.11531E+00 10752   0.425E-01    0.604E-01
DAV: 191    -0.717980977266E+03   -0.25599E-01   -0.11837E+00 10824   0.427E-01    0.481E+00
DAV: 192    -0.717955712607E+03    0.25265E-01   -0.11658E+00 10752   0.426E-01    0.608E-01
DAV: 193    -0.717980963742E+03   -0.25251E-01   -0.11831E+00 10824   0.427E-01    0.482E+00
DAV: 194    -0.717955841090E+03    0.25123E-01   -0.11707E+00 10744   0.425E-01    0.610E-01
DAV: 195    -0.717980950130E+03   -0.25109E-01   -0.11843E+00 10816   0.427E-01    0.481E+00
DAV: 196    -0.717955684962E+03    0.25265E-01   -0.11652E+00 10752   0.425E-01    0.609E-01
DAV: 197    -0.717980938607E+03   -0.25254E-01   -0.11851E+00 10800   0.426E-01    0.481E+00
DAV: 198    -0.717955563042E+03    0.25376E-01   -0.11606E+00 10752   0.426E-01    0.608E-01
DAV: 199    -0.717980931062E+03   -0.25368E-01   -0.11853E+00 10792   0.426E-01    0.481E+00
DAV: 200    -0.717955507431E+03    0.25424E-01   -0.11587E+00 10736   0.426E-01    0.607E-01
DAV: 201    -0.717980936553E+03   -0.25429E-01   -0.11852E+00 10800   0.426E-01    0.481E+00
DAV: 202    -0.717955506877E+03    0.25430E-01   -0.11589E+00 10744   0.426E-01    0.607E-01
DAV: 203    -0.717980959969E+03   -0.25453E-01   -0.11854E+00 10808   0.426E-01    0.481E+00
DAV: 204    -0.717955531445E+03    0.25429E-01   -0.11599E+00 10730   0.426E-01    0.608E-01
DAV: 205    -0.717980975730E+03   -0.25444E-01   -0.11855E+00 10780   0.426E-01    0.481E+00
DAV: 206    -0.717955553424E+03    0.25422E-01   -0.11609E+00 10732   0.426E-01    0.608E-01
DAV: 207    -0.717980995342E+03   -0.25442E-01   -0.11857E+00 10780   0.427E-01    0.481E+00
DAV: 208    -0.717955568776E+03    0.25427E-01   -0.11616E+00 10732   0.427E-01    0.608E-01
DAV: 209    -0.717981005825E+03   -0.25437E-01   -0.11857E+00 10780   0.427E-01    0.481E+00
DAV: 210    -0.717955578423E+03    0.25427E-01   -0.11620E+00 10732   0.427E-01    0.608E-01
DAV: 211    -0.717981010859E+03   -0.25432E-01   -0.11857E+00 10796   0.428E-01    0.481E+00
DAV: 212    -0.717955575451E+03    0.25435E-01   -0.11622E+00 10732   0.427E-01    0.608E-01
DAV: 213    -0.717981031356E+03   -0.25456E-01   -0.11860E+00 10796   0.428E-01    0.481E+00
DAV: 214    -0.717955576297E+03    0.25455E-01   -0.11623E+00 10732   0.427E-01    0.607E-01
DAV: 215    -0.717981040114E+03   -0.25464E-01   -0.11860E+00 10788   0.428E-01    0.481E+00
DAV: 216    -0.717955573779E+03    0.25466E-01   -0.11623E+00 10740   0.427E-01    0.607E-01
DAV: 217    -0.717981043153E+03   -0.25469E-01   -0.11860E+00 10788   0.428E-01    0.481E+00
DAV: 218    -0.717955563114E+03    0.25480E-01   -0.11620E+00 10740   0.427E-01    0.607E-01
DAV: 219    -0.717981042288E+03   -0.25479E-01   -0.11860E+00 10788   0.427E-01    0.481E+00
DAV: 220    -0.717955553761E+03    0.25489E-01   -0.11618E+00 10732   0.426E-01    0.607E-01
DAV: 221    -0.717981040480E+03   -0.25487E-01   -0.11859E+00 10796   0.427E-01    0.481E+00
DAV: 222    -0.717955541592E+03    0.25499E-01   -0.11616E+00 10732   0.426E-01    0.606E-01
DAV: 223    -0.717981032833E+03   -0.25491E-01   -0.11857E+00 10796   0.427E-01    0.481E+00
DAV: 224    -0.717955543019E+03    0.25490E-01   -0.11617E+00 10732   0.426E-01    0.606E-01
DAV: 225    -0.717981034344E+03   -0.25491E-01   -0.11856E+00 10788   0.427E-01    0.481E+00
DAV: 226    -0.717955544251E+03    0.25490E-01   -0.11626E+00 10724   0.425E-01    0.604E-01
DAV: 227    -0.717980857689E+03   -0.25313E-01   -0.11816E+00 10780   0.426E-01    0.482E+00
DAV: 228    -0.717955610497E+03    0.25247E-01   -0.11656E+00 10732   0.426E-01    0.604E-01
DAV: 229    -0.717980824260E+03   -0.25214E-01   -0.11810E+00 10796   0.427E-01    0.482E+00
DAV: 230    -0.717955626772E+03    0.25197E-01   -0.11661E+00 10732   0.427E-01    0.604E-01
DAV: 231    -0.717980971949E+03   -0.25345E-01   -0.11828E+00 10788   0.428E-01    0.482E+00
DAV: 232    -0.717955830980E+03    0.25141E-01   -0.11732E+00 10732   0.427E-01    0.608E-01
DAV: 233    -0.717981003619E+03   -0.25173E-01   -0.11845E+00 10796   0.428E-01    0.482E+00
DAV: 234    -0.717955674452E+03    0.25329E-01   -0.11684E+00 10740   0.427E-01    0.608E-01
DAV: 235    -0.717981030561E+03   -0.25356E-01   -0.11860E+00 10782   0.428E-01    0.481E+00
DAV: 236    -0.717955469672E+03    0.25561E-01   -0.11617E+00 10720   0.427E-01    0.607E-01
DAV: 237    -0.717981022259E+03   -0.25553E-01   -0.11871E+00 10776   0.427E-01    0.480E+00
DAV: 238    -0.717955189088E+03    0.25833E-01   -0.11522E+00 10714   0.426E-01    0.606E-01
DAV: 239    -0.717981060232E+03   -0.25871E-01   -0.11883E+00 10770   0.426E-01    0.480E+00
DAV: 240    -0.717955113986E+03    0.25946E-01   -0.11503E+00 10706   0.426E-01    0.603E-01
DAV: 241    -0.717980983531E+03   -0.25870E-01   -0.11856E+00 10762   0.426E-01    0.481E+00
DAV: 242    -0.717955315128E+03    0.25668E-01   -0.11583E+00 10706   0.427E-01    0.604E-01
DAV: 243    -0.717980945494E+03   -0.25630E-01   -0.11835E+00 10770   0.428E-01    0.482E+00
DAV: 244    -0.717955580707E+03    0.25365E-01   -0.11682E+00 10714   0.427E-01    0.606E-01
DAV: 245    -0.717980829300E+03   -0.25249E-01   -0.11816E+00 10762   0.427E-01    0.481E+00
DAV: 246    -0.717955551500E+03    0.25278E-01   -0.11673E+00 10706   0.425E-01    0.606E-01
DAV: 247    -0.717980806351E+03   -0.25255E-01   -0.11827E+00 10762   0.427E-01    0.481E+00
DAV: 248    -0.717955359682E+03    0.25447E-01   -0.11604E+00 10706   0.425E-01    0.605E-01
DAV: 249    -0.717980813010E+03   -0.25453E-01   -0.11834E+00 10770   0.426E-01    0.480E+00
DAV: 250    -0.717955257165E+03    0.25556E-01   -0.11566E+00 10706   0.426E-01    0.604E-01
DAV: 251    -0.717980833641E+03   -0.25576E-01   -0.11837E+00 10754   0.426E-01    0.480E+00
DAV: 252    -0.717955250954E+03    0.25583E-01   -0.11562E+00 10698   0.426E-01    0.604E-01
DAV: 253    -0.717980862665E+03   -0.25612E-01   -0.11841E+00 10762   0.426E-01    0.480E+00
DAV: 254    -0.717955272719E+03    0.25590E-01   -0.11568E+00 10706   0.426E-01    0.605E-01
DAV: 255    -0.717980876398E+03   -0.25604E-01   -0.11841E+00 10754   0.427E-01    0.480E+00
DAV: 256    -0.717955306446E+03    0.25570E-01   -0.11579E+00 10698   0.427E-01    0.605E-01
DAV: 257    -0.717980902164E+03   -0.25596E-01   -0.11844E+00 10762   0.427E-01    0.481E+00
DAV: 258    -0.717955337011E+03    0.25565E-01   -0.11589E+00 10714   0.426E-01    0.606E-01
DAV: 259    -0.717980914462E+03   -0.25577E-01   -0.11845E+00 10762   0.427E-01    0.481E+00
DAV: 260    -0.717955359399E+03    0.25555E-01   -0.11598E+00 10706   0.426E-01    0.606E-01
